STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl
28,9. HE CHECKS THE CAKE WITH A TOOTHPICK.,9. ELE VERIFICA O BOLO COM UM PALITO.,9. ÉL REVISA EL PASTEL CON UN PALILLO.,9. LUI CONTROLLA LA TORTA CON UNO STUZZICADENTI.,9. IL VÉRIFIE LE GÂTEAU AVEC UN CURE-DENT.,9. ER PRÜFT DEN KUCHEN MIT EINEM ZAHNSTOCHER.,9. 彼はつまようじでケーキを確認します。,9. かれはつまようじでけーきをかくにんします。,9. KARE WA TSUMAYŌJI DE KĒKI O KAKUNIN SHIMASU.,9. HIJ CONTROLEERT DE CAKE MET EEN TANDENSTOKER.
28,"10. HE TAKES THE CAKE OUT OF THE OVEN, PUTS IT ON THE COUNTER AND LETS IT COOL.","10. ELE TIRA O BOLO DO FORNO, COLOCA NO BALCÃO E DEIXA ESFRIAR.","10. ÉL SACA EL PASTEL DEL HORNO, LO PONE EN LA ENCIMERA Y LO DEJA ENFRIAR.","10. LUI TOGLIE LA TORTA DAL FORNO, LA METTE SUL BANCO E LA LASCIA RAFFREDDARE.","10. IL SORT LE GÂTEAU DU FOUR, LE MET SUR LE COMPTOIR ET LE LAISSE REFROIDIR.","10. ER NIMMT DEN KUCHEN AUS DEM OFEN, STELLT IHN AUF DIE ARBEITSFLÄCHE UND LÄSST IHN ABKÜHLEN.",10. 彼はケーキをオーブンから出し、カウンターに置いて冷まします。,10. かれはけーきをおーぶんからだし、かうんたーにおいてさまします。,"10. KARE WA KĒKI O ŌBUN KARA DASHI, KAUNTĀ NI OITE SAMASHIMASU.","10. HIJ HAALT DE CAKE UIT DE OVEN, ZET HEM OP HET AANRECHT EN LAAT HEM AFKOELEN."
28,11. HE DECORATES THE CAKE WITH FROSTING.,11. ELE DECORA O BOLO COM COBERTURA.,11. ÉL DECORA EL PASTEL CON GLASEADO.,11. LUI DECORA LA TORTA CON LA GLASSA.,11. IL DÉCORE LE GÂTEAU AVEC DU GLAÇAGE.,11. ER DEKORIERT DEN KUCHEN MIT GLASUR.,11. 彼はケーキをフロスティングで飾ります。,11. かれはけーきをふろすてぃんぐでかざります。,11. KARE WA KĒKI O FUROSUTINGU DE KAZARIMASU.,11. HIJ VERSIERT DE CAKE MET GLAZUUR.
29,1. SHANIQUA GRABS HER PHONE.,1. SHANIQUA PEGA O CELULAR.,1. SHANIQUA AGARRA SU TELÉFONO.,1. SHANIQUA PRENDE IL SUO TELEFONO.,1. SHANIQUA PREND SON TÉLÉPHONE.,1. SHANIQUA NIMMT IHR TELEFON.,1. シャニクアは携帯電話を取ります。,1. しゃにくあはけいたいでんわをとります。,1. SHANIKUA WA KEITAI DENWA O TORIMASU.,1. SHANIQUA PAKT HAAR TELEFOON.
29,2. SHE OPENS THE CONTACT LIST.,2. ELA ABRE A LISTA DE CONTATOS.,2. ELLA ABRE LA LISTA DE CONTACTOS.,2. LEI APRE LA LISTA DEI CONTATTI.,2. ELLE OUVRE LA LISTE DE CONTACTS.,2. SIE ÖFFNET DIE KONTAKTLISTE.,2. 彼女は連絡先リストを開きます。,2. かのじょはれんらくさきりすとをひらきます。,2. KANOJO WA RENRAKUSAKI RISUTO O HIRAKIMASU.,2. ZE OPENT DE CONTACTENLIJST.
29,3. SHE SELECTS HER FRIEND'S NUMBER.,3. ELA SELECIONA O NÚMERO DA AMIGA.,3. ELLA SELECCIONA EL NÚMERO DE SU AMIGA.,3. LEI SELEZIONA IL NUMERO DELLA SUA AMICA.,3. ELLE SÉLECTIONNE LE NUMÉRO DE SON AMIE.,3. SIE WÄHLT DIE NUMMER IHRER FREUNDIN.,3. 彼女は友達の番号を選びます。,3. かのじょはともだちのばんごうをえらびます。,3. KANOJO WA TOMODACHI NO BANGŌ O ERABIMASU.,3. ZE SELECTEERT HET NUMMER VAN HAAR VRIENDIN.
29,4. SHE PRESSES THE CALL BUTTON.,4. ELA APERTA O BOTÃO DE LIGAR.,4. ELLA PRESIONA EL BOTÓN DE LLAMAR.,4. LEI PREME IL PULSANTE DI CHIAMATA.,4. ELLE APPUIE SUR LE BOUTON D’APPEL.,4. SIE DRÜCKT DIE ANRUFTASTE.,4. 彼女は通話ボタンを押します。,4. かのじょはつうわぼたんをおします。,4. KANOJO WA TSŪWA BOTAN O OSHIMASU.,4. ZE DRUKT OP DE BELKNOP.
29,5. SHE WAITS FOR HER FRIEND TO ANSWER.,5. ELA ESPERA A AMIGA ATENDER.,5. ELLA ESPERA A QUE SU AMIGA CONTESTE.,5. LEI ASPETTA CHE LA SUA AMICA RISPONDA.,5. ELLE ATTEND QUE SON AMIE RÉPONDE.,"5. SIE WARTET, BIS IHRE FREUNDIN ANTWORTET.",5. 彼女は友達が出るのを待ちます。,5. かのじょはともだちがでるのをまちます。,5. KANOJO WA TOMODACHI GA DERU NO O MACHIMASU.,5. ZE WACHT TOT HAAR VRIENDIN OPNEEMT.
29,6. SHE TALKS TO HER FRIEND.,6. ELA CONVERSA COM A AMIGA.,6. ELLA HABLA CON SU AMIGA.,6. LEI PARLA CON LA SUA AMICA.,6. ELLE PARLE AVEC SON AMIE.,6. SIE SPRICHT MIT IHRER FREUNDIN.,6. 彼女は友達と話します。,6. かのじょはともだちとはなします。,6. KANOJO WA TOMODACHI TO HANASHIMASU.,6. ZE PRAAT MET HAAR VRIENDIN.
29,7. SHE LAUGHS AND SHARES STORIES.,7. ELA RI E COMPARTILHA HISTÓRIAS.,7. ELLA RÍE Y COMPARTE HISTORIAS.,7. LEI RIDE E CONDIVIDE STORIE.,7. ELLE RIT ET PARTAGE DES HISTOIRES.,7. SIE LACHT UND TEILT GESCHICHTEN.,7. 彼女は笑って話を共有します。,7. かのじょはわらってはなしをきょうゆうします。,7. KANOJO WA WARATTE HANASHI O KYŌYŪ SHIMASU.,7. ZE LACHT EN DEELT VERHALEN.
29,8. SHE SAYS GOODBYE.,8. ELA SE DESPEDE.,8. ELLA SE DESPIDE.,8. LEI SALUTA.,8. ELLE DIT AU REVOIR.,8. SIE VERABSCHIEDET SICH.,8. 彼女はさよならを言います。,8. かのじょはさよならをいいます。,8. KANOJO WA SAYONARA O IIMASU.,8. ZE NEEMT AFSCHEID.
29,9. SHE HANGS UP THE PHONE.,9. ELA DESLIGA O TELEFONE.,9. ELLA CUELGA EL TELÉFONO.,9. LEI RIATTACCA IL TELEFONO.,9. ELLE RACCROCHE.,9. SIE LEGT AUF.,9. 彼女は電話を切ります。,9. かのじょはでんわをきります。,9. KANOJO WA DENWA O KIRIMASU.,9. ZE HANGT OP.
29,10. SHE SENDS A TEXT TO THANK HER FRIEND.,10. ELA ENVIA UMA MENSAGEM PARA AGRADECER À AMIGA.,10. ELLA ENVÍA UN MENSAJE PARA AGRADECER A SU AMIGA.,10. LEI INVIA UN MESSAGGIO PER RINGRAZIARE LA SUA AMICA.,10. ELLE ENVOIE UN MESSAGE POUR REMERCIER SON AMIE.,"10. SIE SENDET EINE NACHRICHT, UM SICH ZU BEDANKEN.",10. 彼女は友達に感謝のメッセージを送ります。,10. かのじょはともだちにかんしゃのめっせーじをおくります。,10. KANOJO WA TOMODACHI NI KANSHA NO MESSĒJI O OKURIMASU.,10. ZE STUURT EEN BERICHT OM HAAR VRIENDIN TE BEDANKEN.
30,1. JEFFREY SEES HIS NEIGHBOR STRUGGLING WITH GROCERIES.,1. JEFFREY VÊ SEU VIZINHO LUTANDO COM AS COMPRAS.,1. JEFFREY VE A SU VECINO LUCHANDO CON LAS COMPRAS.,1. JEFFREY VEDE IL SUO VICINO IN DIFFICOLTÀ CON LA SPESA.,1. JEFFREY VOIT SON VOISIN EN DIFFICULTÉ AVEC LES COURSES.,1. JEFFREY SIEHT SEINEN NACHBARN MIT DEN EINKÄUFEN KÄMPFEN.,1. ジェフリーは隣人が買い物で苦労しているのを見ます。,1. じぇふりーはりんじんがかいものでくろうしているのをみます。,1. JEFURĪ WA RINJIN GA KAIMONO DE KURŌ SHITE IRU NO O MIMASU.,1. JEFFREY ZIET ZIJN BUURMAN WORSTELEN MET BOODSCHAPPEN.
30,2. HE WALKS OVER TO OFFER HELP.,2. ELE CAMINHA ATÉ LÁ PARA OFERECER AJUDA.,2. ÉL CAMINA PARA OFRECER AYUDA.,2. LUI SI AVVICINA PER OFFRIRE AIUTO.,2. IL SE DIRIGE POUR OFFRIR DE L’AIDE.,"2. ER GEHT HINÜBER, UM HILFE ANZUBIETEN.",2. 彼は助けを申し出るために近づきます。,2. かれはたすけをもうしでるためにちかづきます。,2. KARE WA TASUKE O MŌSHIDERU TAME NI CHIKAZUKIMASU.,2. HIJ LOOPT ERNAARTOE OM HULP AAN TE BIEDEN.
30,3. HE GRABS A COUPLE BAGS.,3. ELE PEGA ALGUMAS SACOLAS.,3. ÉL TOMA UN PAR DE BOLSAS.,3. LUI PRENDE ALCUNE BORSE.,3. IL PREND QUELQUES SACS.,3. ER NIMMT EIN PAAR TASCHEN.,3. 彼はいくつかの袋を持ちます。,3. かれはいくつかのふくろをもちます。,3. KARE WA IKUTSUKA NO FUKURO O MOCHIMASU.,3. HIJ PAKT EEN PAAR TASSEN.
30,4. HE WALKS HIS NEIGHBOR TO HIS DOOR.,4. ELE ACOMPANHA O VIZINHO ATÉ A PORTA.,4. ÉL ACOMPAÑA A SU VECINO HASTA LA PUERTA.,4. LUI ACCOMPAGNA IL VICINO FINO ALLA PORTA.,4. IL ACCOMPAGNE SON VOISIN JUSQU’À LA PORTE.,4. ER BEGLEIT SEINEN NACHBARN BIS ZUR TÜR.,4. 彼は隣人をドアまで連れて行きます。,4. かれはりんじんをどあまでつれていきます。,4. KARE WA RINJIN O DOA MADE TSURETE IKIMASU.,4. HIJ BEGELEIDT ZIJN BUURMAN NAAR DE DEUR.
30,5. THEY TALK AND LAUGH.,5. ELES CONVERSAM E RIEM.,5. ELLOS HABLAN Y SE RÍEN.,5. PARLANO E RIDONO.,5. ILS PARLENT ET RIENT.,5. SIE REDEN UND LACHEN.,5. 二人は話して笑います。,5. ふたりははなしてわらいます。,5. FUTARI WA HANASHITE WARAIMASU.,5. ZE PRATEN EN LACHEN.
30,6. HE HELPS UNLOAD THE BAGS.,6. ELE AJUDA A DESCARREGAR AS SACOLAS.,6. ÉL AYUDA A DESCARGAR LAS BOLSAS.,6. LUI AIUTA A SCARICARE LE BORSE.,6. IL AIDE À DÉCHARGER LES SACS.,"6. ER HILFT, DIE TASCHEN AUSZULADEN.",6. 彼は袋を運び出すのを手伝います。,6. かれはふくろをはこびだすのをてつだいます。,6. KARE WA FUKURO O HAKOBIDASU NO O TETSUDAIMASU.,6. HIJ HELPT DE TASSEN UITLADEN.
30,7. HE ASKS HIS NEIGHBOR IF HE NEEDS MORE HELP.,7. ELE PERGUNTA SE O VIZINHO PRECISA DE MAIS AJUDA.,7. ÉL PREGUNTA SI SU VECINO NECESITA MÁS AYUDA.,7. LUI CHIEDE SE IL VICINO HA BISOGNO DI ALTRO AIUTO.,7. IL DEMANDE SI SON VOISIN A BESOIN D’AUTRE AIDE.,"7. ER FRAGT, OB DER NACHBAR WEITERE HILFE BRAUCHT.",7. 彼はもっと助けが必要か聞きます。,7. かれはもっとたすけがひつようかききます。,7. KARE WA MOTTO TASUKE GA HITSUYŌ KA KIKIMASU.,7. HIJ VRAAGT OF ZIJN BUURMAN MEER HULP NODIG HEEFT.
30,8. HE TRIMS THE GRASS WITH THE WEED EATER.,8. ELE APARA A GRAMA COM O CORTADOR DE GRAMA MANUAL.,8. ÉL RECORTA EL CÉSPED CON LA DESBROZADORA.,8. LUI TAGLIA L’ERBA CON IL DECESPUGLIATORE.,8. IL COUPE L’HERBE AVEC LE COUPE-BORDURE.,8. ER TRIMMT DAS GRAS MIT DEM FREISCHNEIDER.,8. 彼は草刈り機で草を刈ります。,8. かれはくさかりきでくさをかります。,8. KARE WA KUSAKARIKI DE KUSA O KARIMASU.,8. HIJ TRIMT HET GRAS MET DE BOSMAAIER.
30,9. HE MOWS THE LAWN WITH THE LAWN MOWER.,9. ELE CORTA A GRAMA COM O CORTADOR.,9. ÉL CORTA EL CÉSPED CON LA CORTADORA.,9. LUI TAGLIA IL PRATO CON IL TOSAERBA.,9. IL TOND LA PELOUSE AVEC LA TONDEUSE.,9. ER MÄHT DEN RASEN MIT DEM RASENMÄHER.,9. 彼は芝刈り機で芝生を刈ります。,9. かれはしばかりきでしばふをかります。,9. KARE WA SHIBAKARIKI DE SHIBAFU O KARIMASU.,9. HIJ MAAIT HET GAZON MET DE GRASMAAIER.
30,10. HE THANKS THE NEIGHBOR FOR THE OPPORTUNITY.,10. ELE AGRADECE AO VIZINHO PELA OPORTUNIDADE.,10. ÉL AGRADECE AL VECINO POR LA OPORTUNIDAD.,10. LUI RINGRAZIA IL VICINO PER L’OPPORTUNITÀ.,10. IL REMERCIE LE VOISIN POUR L’OPPORTUNITÉ.,10. ER DANKT DEM NACHBARN FÜR DIE GELEGENHEIT.,10. 彼は機会をくれた隣人に感謝します。,10. かれはきかいをくれたりんじんにかんしゃします。,10. KARE WA KIKAI O KURETA RINJIN NI KANSHA SHIMASU.,10. HIJ BEDANKT DE BUURMAN VOOR DE KANS.
30,11. THEY SAY GOODBYE.,11. ELES SE DESPEDEM.,11. ELLOS SE DESPIDEN.,11. SI SALUTANO.,11. ILS SE DISENT AU REVOIR.,11. SIE VERABSCHIEDEN SICH.,11. 二人は別れを告げます。,11. ふたりはわかれをつげます。,11. FUTARI WA WAKARE O TSUGEMASU.,11. ZE NEMEN AFSCHEID.
31,1. MARK WALKS INTO THE LIVING ROOM.,1. MARK ENTRA NA SALA DE ESTAR.,1. MARK ENTRA EN LA SALA DE ESTAR.,1. MARK ENTRA NEL SALOTTO.,1. MARK ENTRE DANS LE SALON.,1. MARK GEHT INS WOHNZIMMER.,1. マークはリビングルームに入ります。,1. まーくはりびんぐるーむにはいります。,1. MĀKU WA RIBINGURŪMU NI HAIRIMASU.,1. MARK LOOPT DE WOONKAMER BINNEN.
31,2. HE SITS ON THE COUCH.,2. ELE SE SENTA NO SOFÁ.,2. ÉL SE SIENTA EN EL SOFÁ.,2. LUI SI SIEDE SUL DIVANO.,2. IL S’ASSOIT SUR LE CANAPÉ.,2. ER SETZT SICH AUF DAS SOFA.,2. 彼はソファに座ります。,2. かれはそふぁにすわります。,2. KARE WA SOFA NI SUWARIMASU.,2. HIJ GAAT OP DE BANK ZITTEN.
31,3. HE LOOKS AT THE TV REMOTE.,3. ELE OLHA PARA O CONTROLE DA TV.,3. ÉL MIRA EL CONTROL REMOTO.,3. LUI GUARDA IL TELECOMANDO.,3. IL REGARDE LA TÉLÉCOMMANDE.,3. ER SIEHT DIE FERNBEDIENUNG AN.,3. 彼はリモコンを見ます。,3. かれはりもこんをみます。,3. KARE WA RIMOKON O MIMASU.,3. HIJ KIJKT NAAR DE AFSTANDSBEDIENING.
31,4. HE TURNS ON THE TV.,4. ELE LIGA A TV.,4. ÉL ENCIENDE EL TELEVISOR.,4. LUI ACCENDE LA TV.,4. IL ALLUME LA TÉLÉVISION.,4. ER SCHALTET DEN FERNSEHER EIN.,4. 彼はテレビをつけます。,4. かれはてれびをつけます。,4. KARE WA TEREBI O TSUKEMASU.,4. HIJ ZET DE TV AAN.
31,5. HE SEES A GAME IS ON.,5. ELE VÊ QUE HÁ UM JOGO PASSANDO.,5. ÉL VE QUE HAY UN PARTIDO.,5. LUI VEDE CHE C’È UNA PARTITA.,5. IL VOIT QU’UN MATCH PASSE.,"5. ER SIEHT, DASS EIN SPIEL LÄUFT.",5. 彼は試合が始まっているのを見ます。,5. かれはしあいがはじまっているのをみます。,5. KARE WA SHIAI GA HAJIMATTE IRU NO O MIMASU.,5. HIJ ZIET DAT ER EEN WEDSTRIJD IS.
31,6. HE GETS A BOWL OF CHIPS.,6. ELE PEGA UMA TIGELA DE BATATAS FRITAS.,6. ÉL TOMA UN TAZÓN DE PAPAS FRITAS.,6. LUI PRENDE UNA CIOTOLA DI PATATINE.,6. IL PREND UN BOL DE CHIPS.,6. ER HOLT SICH EINE SCHÜSSEL CHIPS.,6. 彼はポテトチップスのボウルを取ります。,6. かれはぽてとちっぷすのぼうるをとります。,6. KARE WA POTETO CHIPUSU NO BŌRU O TORIMASU.,6. HIJ PAKT EEN SCHAAL CHIPS.
31,7. HE PICKS UP A CUP OF TEA.,7. ELE PEGA UMA XÍCARA DE CHÁ.,7. ÉL TOMA UNA TAZA DE TÉ.,7. LUI PRENDE UNA TAZZA DI TÈ.,7. IL PREND UNE TASSE DE THÉ.,7. ER NIMMT EINE TASSE TEE.,7. 彼はお茶のカップを取ります。,7. かれはおちゃのかっぷをとります。,7. KARE WA OCHA NO KAPPU O TORIMASU.,7. HIJ PAKT EEN KOP THEE.
31,8. HE EATS CHIPS AND DRINKS TEA.,8. ELE COME BATATAS FRITAS E BEBE CHÁ.,8. ÉL COME PAPAS FRITAS Y BEBE TÉ.,8. LUI MANGIA PATATINE E BEVE TÈ.,8. IL MANGE DES CHIPS ET BOIT DU THÉ.,8. ER ISST CHIPS UND TRINKT TEE.,8. 彼はチップスを食べてお茶を飲みます。,8. かれはちっぷすをたべておちゃをのみます。,8. KARE WA CHIPUSU O TABETE OCHA O NOMIMASU.,8. HIJ EET CHIPS EN DRINKT THEE.
31,9. HE WATCHES THE GAME CAREFULLY.,9. ELE ASSISTE AO JOGO COM ATENÇÃO.,9. ÉL MIRA EL PARTIDO CON ATENCIÓN.,9. LUI GUARDA LA PARTITA CON ATTENZIONE.,9. IL REGARDE LE MATCH ATTENTIVEMENT.,9. ER SIEHT DAS SPIEL AUFMERKSAM.,9. 彼は注意深く試合を見ます。,9. かれはちゅういぶかくしあいをみます。,9. KARE WA CHŪIBUKAKU SHIAI O MIMASU.,9. HIJ KIJKT AANDACHTIG NAAR DE WEDSTRIJD.
31,10. HIS TEAM SCORES A GOAL.,10. O TIME DELE MARCA UM GOL.,10. SU EQUIPO MARCA UN GOL.,10. LA SUA SQUADRA SEGNA UN GOL.,10. SON ÉQUIPE MARQUE UN BUT.,10. SEIN TEAM ERZIELT EIN TOR.,10. 彼のチームがゴールを決めます。,10. かれのちーむがごーるをきめます。,10. KARE NO CHĪMU GA GŌRU O KIMEMASU.,10. ZIJN TEAM SCOORT EEN DOELPUNT.
31,11. HE JUMPS AND CHEERS.,11. ELE PULA E COMEMORA.,11. ÉL SALTA Y CELEBRA.,11. LUI SALTA E FESTEGGIA.,11. IL SAUTE ET CÉLÈBRE.,11. ER SPRINGT UND JUBELT.,11. 彼は跳ねて喜びます。,11. かれははねてよろこびます。,11. KARE WA HANETE YOROKOBIMASU.,11. HIJ SPRINGT EN JUICHT.
31,12. THE OTHER TEAM SCORES.,12. O OUTRO TIME MARCA.,12. EL OTRO EQUIPO MARCA.,12. L’ALTRA SQUADRA SEGNA.,12. L’AUTRE ÉQUIPE MARQUE.,12. DAS ANDERE TEAM SCOORT.,12. 相手チームが得点します。,12. あいてちーむがとくてんします。,12. AITE CHĪMU GA TOKUTEN SHIMASU.,12. HET ANDERE TEAM SCOORT.
31,13. HE CLAPS AND SHAKES HIS HEAD.,13. ELE BATE PALMAS E BALANÇA A CABEÇA.,13. ÉL APLAUDE Y NIEGA CON LA CABEZA.,13. LUI APPLAUDE E SCUOTE LA TESTA.,13. IL APPLAUDIT ET SECOUE LA TÊTE.,13. ER KLATSCHT UND SCHÜTTELT DEN KOPF.,13. 彼は拍手して首を振ります。,13. かれははくしゅしてくびをふります。,13. KARE WA HAKUSHU SHITE KUBI O FURIMASU.,13. HIJ KLAPT EN SCHUDT ZIJN HOOFD.
31,14. HE TAKES ANOTHER SIP OF TEA.,14. ELE DÁ OUTRO GOLE DE CHÁ.,14. ÉL DA OTRO SORBO DE TÉ.,14. LUI FA UN ALTRO SORSO DI TÈ.,14. IL PREND UNE AUTRE GORGÉE DE THÉ.,14. ER NIMMT EINEN WEITEREN SCHLUCK TEE.,14. 彼はもう一口お茶を飲みます。,14. かれはもうひとくちおちゃをのみます。,14. KARE WA MŌ HITOKUCHI OCHA O NOMIMASU.,14. HIJ NEEMT NOG EEN SLUK THEE.
31,15. HE LEANS BACK ON THE COUCH.,15. ELE SE ENCOSTA NO SOFÁ.,15. ÉL SE RECUESTA EN EL SOFÁ.,15. LUI SI APPOGGIA SUL DIVANO.,15. IL SE PENche EN ARRIÈRE SUR LE CANAPÉ.,15. ER LEHNT SICH AUF DEM SOFA ZURÜCK.,15. 彼はソファにもたれます。,15. かれはそふぁにもたれます。,15. KARE WA SOFA NI MOTAREMASU.,15. HIJ LEUNT ACHTEROVER OP DE BANK.
31,16. HE WATCHES THE LAST MINUTES OF THE GAME.,16. ELE ASSISTE AOS ÚLTIMOS MINUTOS DO JOGO.,16. ÉL MIRA LOS ÚLTIMOS MINUTOS DEL PARTIDO.,16. LUI GUARDA GLI ULTIMI MINUTI DELLA PARTITA.,16. IL REGARDE LES DERNIÈRES MINUTES DU MATCH.,16. ER SIEHT DIE LETZTEN MINUTEN DES SPIELS.,16. 彼は試合の最後の数分を見ます。,16. かれはしあいのさいごのすうふんをみます。,16. KARE WA SHIAI NO SAIGO NO SŪFUN O MIMASU.,16. HIJ KIJKT NAAR DE LAATSTE MINUTEN VAN DE WEDSTRIJD.
31,17. THE GAME ENDS. IT'S A TIE.,17. O JOGO TERMINA. É UM EMPATE.,17. EL PARTIDO TERMINA. ES UN EMPATE.,17. LA PARTITA FINISCE. È UN PAREGGIO.,17. LE MATCH SE TERMINE. C’EST UNE ÉGALITÉ.,17. DAS SPIEL ENDET. ES IST UNENTSCHIEDEN.,17. 試合が終わります。引き分けです。,17. しあいがおわります。ひきわけです。,17. SHIAI GA OWARIMASU. HIKIWAKE DESU.,17. DE WEDSTRIJD EINDIGT. HET IS GELIJKSPEL.
31,18. HE SMILES AND SAYS - THAT WAS A GREAT GAME.,18. ELE SORRI E DIZ – FOI UM ÓTIMO JOGO.,18. ÉL SONRÍE Y DICE – FUE UN GRAN PARTIDO.,18. LUI SORRIDE E DICE – È STATA UNA GRAN PARTITA.,18. IL SOURIT ET DIT – C’ÉTAIT UN SUPER MATCH.,18. ER LÄCHELT UND SAGT – DAS WAR EIN GROSSARTIGES SPIEL.,18. 彼は笑って「いい試合だった」と言います。,18. かれはわらって「いいしあいだった」といいます。,18. KARE WA WARATTE “Ī SHIAI DATTA” TO IIMASU.,18. HIJ GLIMLACHT EN ZEGT – DAT WAS EEN GEWELDIGE WEDSTRIJD.
31,19. HE PICKS UP THE REMOTE AND TURNS OFF THE TV.,19. ELE PEGA O CONTROLE E DESLIGA A TV.,19. ÉL TOMA EL CONTROL Y APAGA LA TV.,19. LUI PRENDE IL TELECOMANDO E SPEGNE LA TV.,19. IL PREND LA TÉLÉCOMMANDE ET ÉTEINT LA TV.,19. ER NIMMT DIE FERNBEDIENUNG UND SCHALTET DEN FERNSEHER AUS.,19. 彼はリモコンを取ってテレビを消します。,19. かれはりもこんをとっててれびをけします。,19. KARE WA RIMOKON O TOTTE TEREBI O KESHIMASU.,19. HIJ PAKT DE AFSTANDSBEDIENING EN ZET DE TV UIT.
31,20. HE PUTS THE BOWL AND CUP IN THE KITCHEN.,20. ELE LEVA A TIGELA E A XÍCARA PARA A COZINHA.,20. ÉL LLEVA EL TAZÓN Y LA TAZA A LA COCINA.,20. LUI PORTA LA CIOTOLA E LA TAZZA IN CUCINA.,20. IL APPORTE LE BOL ET LA TASSE À LA CUISINE.,20. ER BRINGT DIE SCHÜSSEL UND DIE TASSE IN DIE KÜCHE.,20. 彼はボウルとカップをキッチンに運びます。,20. かれはぼうるとかっぷをきっちんにはこびます。,20. KARE WA BŌRU TO KAPPU O KITCHIN NI HAKOBIMASU.,20. HIJ BRENGT DE SCHAAL EN KOP NAAR DE KEUKEN.
31,21. HE WALKS TO THE WINDOW AND LOOKS OUT.,21. ELE CAMINHA ATÉ A JANELA E OLHA PARA FORA.,21. ÉL CAMINA HACIA LA VENTANA Y MIRA AFUERA.,21. LUI VA ALLA FINESTRA E GUARDA FUORI.,21. IL MARCHE VERS LA FENÊTRE ET REGARDE DEHORS.,21. ER GEHT ZUM FENSTER UND SCHAUT HINAUS.,21. 彼は窓まで歩いて外を見ます。,21. かれはまどまであるいてそとをみます。,21. KARE WA MADO MADE ARUITE SOTO O MIMASU.,21. HIJ LOOPT NAAR HET RAAM EN KIJKT NAAR BUITEN.
31,22. HE THINKS ABOUT THE NEXT GAME.,22. ELE PENSA NO PRÓXIMO JOGO.,22. ÉL PIENSA EN EL PRÓXIMO PARTIDO.,22. LUI PENSA ALLA PROSSIMA PARTITA.,22. IL PENSE AU PROCHAIN MATCH.,22. ER DENKT ÜBER DAS NÄCHSTE SPIEL NACH.,22. 彼は次の試合について考えます。,22. かれはつぎのしあいについてかんがえます。,22. KARE WA TSUGI NO SHIAI NI TSUITE KANGAEMASU.,22. HIJ DENKT AAN DE VOLGENDE WEDSTRIJD.
32,1. JACQUELINE WALKS OUT TO THE DRIVEWAY.,1. JACQUELINE SAI ATÉ A ENTRADA DA GARAGEM.,1. JACQUELINE SALE A LA ENTRADA DE AUTOS.,1. JACQUELINE ESCE NEL VIALE.,1. JACQUELINE SORT DANS L’ALLÉE.,1. JACQUELINE GEHT ZUR EINFAHRT.,1. ジャクリーンは車道に出ます。,1. じゃくりーんはしゃどうにでます。,1. JAKURĪN WA SHADŌ NI DEMASU.,1. JACQUELINE LOOPT NAAR DE OPRIT.
32,2. SHE SEES THE DIRTY CAR.,2. ELA VÊ O CARRO SUJO.,2. ELLA VE EL AUTO SUCIO.,2. LEI VEDE L’AUTO SPORCA.,2. ELLE VOIT LA VOITURE SALE.,2. SIE SIEHT DAS SCHMUTZIGE AUTO.,2. 彼女は汚れた車を見ます。,2. かのじょはよごれたくるまをみます。,2. KANOJO WA YOGORETA KURUMA O MIMASU.,2. ZE ZIET DE VUILE AUTO.
32,3. SHE GRABS THE HOSE.,3. ELA PEGA A MANGUEIRA.,3. ELLA AGARRA LA MANGUERA.,3. LEI PRENDE IL TUBO.,3. ELLE PREND LE TUYAU.,3. SIE NIMMT DEN SCHLAUCH.,3. 彼女はホースを取ります。,3. かのじょはほーすをとります。,3. KANOJO WA HŌSU O TORIMASU.,3. ZE PAKT DE SLANG.
32,4. SHE LOOKS FOR THE FAUCET.,4. ELA PROCURA A TORNEIRA.,4. ELLA BUSCA EL GRIFO.,4. LEI CERCA IL RUBINETTO.,4. ELLE CHERCHE LE ROBINET.,4. SIE SUCHT DEN WASSERHAHN.,4. 彼女は蛇口を探します。,4. かのじょはじゃぐちをさがします。,4. KANOJO WA JAGUCHI O SAGASHIMASU.,4. ZE ZOEKT DE KRAAN.
32,5. SHE TURNS ON THE FAUCET.,5. ELA ABRE A TORNEIRA.,5. ELLA ABRE EL GRIFO.,5. LEI APRE IL RUBINETTO.,5. ELLE OUVRE LE ROBINET.,5. SIE DREHT DEN WASSERHAHN AUF.,5. 彼女は蛇口をひねります。,5. かのじょはじゃぐちをひねります。,5. KANOJO WA JAGUCHI O HINEMASU.,5. ZE DRAAIT DE KRAAN OPEN.
32,6. WATER COMES OUT OF THE HOSE.,6. A ÁGUA SAI DA MANGUEIRA.,6. EL AGUA SALE DE LA MANGUERA.,6. L’ACQUA ESCE DAL TUBO.,6. L’EAU SORT DU TUYAU.,6. WASSER KOMMT AUS DEM SCHLAUCH.,6. ホースから水が出ます。,6. ほーすからみずがでます。,6. HŌSU KARA MIZU GA DEMASU.,6. ER KOMT WATER UIT DE SLANG.
