STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI
34,4. HE TAKES THE DOG FOOD OUT OF THE CUPBOARD.,4. ELE PEGA A RAÇÃO DO CACHORRO NO ARMÁRIO.,4. SACA LA COMIDA DEL PERRO DEL ARMARIO.,4. PRENDE IL CIBO PER CANI DAL MOBILE.,4. IL PREND LA NOURRITURE DU CHIEN DANS LE PLACARD.,4. ER NEHMT DAS HUNDEFUTTER AUS DEM SCHRANK.,4. 彼は棚から犬の餌を取り出す。,4. かれはたなからいぬのえさをとりだす。,4. KARE WA TANA KARA INU NO ESA WO TORIDASU.
34,5. HE OPENS THE BAG OF DOG FOOD.,5. ELE ABRE O SACO DE RAÇÃO.,5. ABRE LA BOLSA DE COMIDA DEL PERRO.,5. APRE IL SACCHETTO DI CIBO PER CANI.,5. IL OUVRE LE SAC DE NOURRITURE POUR CHIEN.,5. ER ÖFFNET DEN HUNDEFUTTERSACK.,5. 彼は犬の餌の袋を開ける。,5. かれはいぬのえさのふくろをあける。,5. KARE WA INU NO ESA NO FUKURO WO AKERU.
34,6. HE POURS THE FOOD INTO THE BOWL.,6. ELE COLOCA A RAÇÃO NA TIGELA.,6. ECHA LA COMIDA EN EL PLATO.,6. VERSA IL CIBO NELLA CIOTOLA.,6. IL VERS LA NOURRITURE DANS LE BOL.,6. ER FÜLLT DAS FUTTER IN DEN NAPF.,6. 彼は餌をボウルに入れる。,6. かれはえさをボウルにいれる。,6. KARE WA ESA WO BŌRU NI IRERU.
34,7. THE DOG STARTS EATING.,7. O CACHORRO COME.,7. EL PERRO EMPIEZA A COMER.,7. IL CANE INIZIA A MANGIARE.,7. LE CHIEN COMMENCE À MANGER.,7. DER HUND BEGINNT ZU ESSEN.,7. 犬が食べ始める。,7. いぬがたべはじめる。,7. INU GA TABEHAJIMERU.
34,8. JACK FILLS THE WATER BOWL.,8. JACK ENCHE A TIGELA DE ÁGUA.,8. JACK LLENA EL PLATO DE AGUA.,8. JACK RIEMPIE LA CIOTOLA D’ACQUA.,8. JACK REMPLIT LE BOL D’EAU.,8. JACK FÜLLT DEN WASSERNAPF.,8. ジャックは水のボウルを満たす。,8. ジャックはみずのボウルをみたす。,8. JAKKU WA MIZU NO BŌRU WO MITASU.
34,9. HE WATCHES THE DOG EAT.,9. ELE OBSERVA O CACHORRO COMER.,9. OBSERVA AL PERRO COMER.,9. OSSERVA IL CANE MANGIARE.,9. IL REGARDE LE CHIEN MANGER.,"9. ER SIEHT ZU, WIE DER HUND FRISST.",9. 彼は犬が食べるのを見守る。,9. かれはいぬがたべるのをみまもる。,9. KARE WA INU GA TABERU NO WO MIMAMORU.
34,10. HE PICKS UP THE EMPTY BOWL OF WATER WHEN THE DOG FINISHES.,10. ELE PEGA A TIGELA DE ÁGUA VAZIA QUANDO O CACHORRO TERMINA.,10. TOMA EL PLATO DE AGUA VACÍO CUANDO EL PERRO TERMINA.,10. PRENDE LA CIOTOLA D’ACQUA VUOTA QUANDO IL CANE FINISCE.,10. IL PREND LE BOL D’EAU VIDE LORSQUE LE CHIEN A FINI.,"10. ER NIMMT DEN LEEREN WASSERNAPF, WENN DER HUND FERTIG IST.",10. 犬が食べ終わったら、水のボウルを取る。,10. いぬがたべおわったら、みずのボウルをとる。,"10. INU GA TABEOWATTARA, MIZU NO BŌRU WO TORU."
35,"1. SARAH GETS OUT EGGS, BREAD, AND BUTTER.","1. SARAH PEGA OVOS, PÃO E MANTEIGA.","1. SARAH TOMA HUEVOS, PAN Y MANTEQUILLA.","1. SARAH PRENDE UOVA, PANE E BURRO.","1. SARAH PREND DES ŒUFS, DU PAIN ET DU BEURRE.","1. SARAH NIMMT EIER, BROT UND BUTTER.",1. サラは卵、パン、バターを取る。,1. サラはたまご、パン、バターをとる。,"1. SARA WA TAMAGO, PAN, BATĀ WO TORU."
35,2. SHE HEATS THE PAN ON THE STOVE.,2. ELA AQUECE A FRIGIDEIRA NO FOGÃO.,2. ELLA CALIENTA LA SARTÉN EN LA ESTUFA.,2. SCALDA LA PADIELLA SUL FORNELLO.,2. ELLE CHAUFFE LA POÊLE SUR LA CUISINIÈRE.,2. SIE ERHITZT DIE PFANNE AUF DEM HERD.,2. 彼女はコンロでフライパンを温める。,2. かのじょはコンロでフライパンをあたためる。,2. KANOJO WA KONRO DE FURAIPAN WO ATATAMERU.
35,3. SHE CRACKS AN EGG INTO THE PAN.,3. ELA QUEBRA UM OVO NA FRIGIDEIRA.,3. ROMPE UN HUEVO EN LA SARTÉN.,3. ROMPE UN UOVO NELLA PADIELLA.,3. ELLE CASSE UN ŒUF DANS LA POÊLE.,3. SIE SCHLÄGT EIN EI IN DIE PFANNE.,3. 彼女はフライパンに卵を割る。,3. かのじょはフライパンにたまごをわる。,3. KANOJO WA FURAIPAN NI TAMAGO WO WARU.
35,4. SHE FRIES THE EGG.,4. ELA FRIGE O OVO.,4. FRÍE EL HUEVO.,4. FRIGGE L’UOVO.,4. ELLE FRIT L’ŒUF.,4. SIE BRÄT DAS EI.,4. 彼女は卵を焼く。,4. かのじょはたまごをやく。,4. KANOJO WA TAMAGO WO YAKU.
35,5. SHE TOASTS THE BREAD.,5. ELA TORRA O PÃO.,5. TUESTA EL PAN.,5. TOSTA IL PANE.,5. ELLE GRILLE LE PAIN.,5. SIE TOASTET DAS BROT.,5. 彼女はパンをトーストする。,5. かのじょはパンをトーストする。,5. KANOJO WA PAN WO TŌSUTO SURU.
35,6. SHE SPREADS BUTTER ON THE TOAST.,6. ELA PASSA MANTEIGA NO PÃO.,6. UNTA MANTEQUILLA EN EL PAN.,6. SPALMA IL BURRO SUL PANE.,6. ELLE MET DU BEURRE SUR LE PAIN.,6. SIE STREICHT BUTTER AUF DAS BROT.,6. 彼女はパンにバターを塗る。,6. かのじょはパンにバターをぬる。,6. KANOJO WA PAN NI BATĀ WO NURU.
35,7. SHE PLACES THE EGG ON THE TOAST.,7. ELA COLOCA O OVO NO PÃO.,7. PONE EL HUEVO EN EL PAN.,7. METTE L’UOVO SUL PANE.,7. ELLE MET L’ŒUF SUR LE PAIN.,7. SIE LEGT DAS EI AUF DAS BROT.,7. 彼女は卵をパンに置く。,7. かのじょはたまごをパンにおく。,7. KANOJO WA TAMAGO WO PAN NI OKU.
35,8. SHE PUTS THE PLATE ON THE TABLE.,8. ELA COLOCA O PRATO NA MESA.,8. PONE EL PLATO EN LA MESA.,8. METTE IL PIATTO SUL TAVOLO.,8. ELLE POSE L’ASSIETTE SUR LA TABLE.,8. SIE STELLT DEN TELLER AUF DEN TISCH.,8. 彼女は皿をテーブルに置く。,8. かのじょはさらをテーブルにおく。,8. KANOJO WA SARA WO TĒBURU NI OKU.
35,9. SHE SITS DOWN TO EAT.,9. ELA SE SENTA PARA COMER.,9. SE SIENTA A COMER.,9. SI SIEDE PER MANGIARE.,9. ELLE S’ASSOIT POUR MANGER.,9. SIE SETZT SICH ZUM ESSEN.,9. 彼女は座って食べる。,9. かのじょはすわってたべる。,9. KANOJO WA SUWATTE TABERU.
35,10. SHE DRINKS COFFEE.,10. ELA BEBE CAFÉ.,10. ELLA BEBE CAFÉ.,10. BEVE IL CAFFÈ.,10. ELLE BOIT DU CAFÉ.,10. SIE TRINKT KAFFEE.,10. 彼女はコーヒーを飲む。,10. かのじょはコーヒーをのむ。,10. KANOJO WA KŌHĪ WO NOMU.
35,11. SHE FINISHES EATING. SHE IS SATISFIED.,11. ELA TERMINA DE COMER. ELA ESTÁ SATISFEITA.,11. TERMINA DE COMER. ESTÁ SATISFECHA.,11. FINISCE DI MANGIARE. È SODDISFATTA.,11. ELLE FINIT DE MANGER. ELLE EST SATISFAITE.,11. SIE IST FERTIG MIT ESSEN. SIE IST ZUFRIEDEN.,11. 彼女は食事を終える。彼女は満足している。,11. かのじょはしょくじをおえる。かのじょはまんぞくしている。,11. KANOJO WA SHOKUJI O OERU. KANOJO WA MANZOKU SHITE IRU.
36,"1. MATTHEW GRABS LETTUCE, TOMATOES, AND CUCUMBERS.","1. MATTHEW PEGA ALFACE, TOMATES E PEPINOS.","1. MATTHEW TOMA LECHUGA, TOMATES Y PEPINOS.","1. MATTHEW PRENDE LATTUGA, POMODORI E CETRIOLI.","1. MATTHEW PREND DE LA LAITUE, DES TOMATES ET DES CONCOMBRES.","1. MATTHEW NIMMT SALAT, TOMATEN UND GURKEN.",1. マシューはレタス、トマト、キュウリを取る。,1. マシューはレタス、トマト、キュウリをとる。,"1. MASHŪ WA RETASU, TOMATO, KYŪRI WO TORU."
36,2. HE WASHES THE LETTUCE.,2. ELE LAVA A ALFACE.,2. LAVA LA LECHUGA.,2. LAVA LA LATTUGA.,2. IL LAVE LA LAITUE.,2. ER WÄSCHT DEN SALAT.,2. 彼はレタスを洗う。,2. かれはレタスをあらう。,2. KARE WA RETASU WO ARAU.
36,3. HE GRABS MORE LETTUCE AND ANOTHER TOMATO.,3. ELE PEGA MAIS ALFACE E OUTRO TOMATE.,3. TOMA MÁS LECHUGA Y OTRO TOMATE.,3. PRENDE ALTRO LATTUGA E UN ALTRO POMODORO.,3. IL PREND PLUS DE LAITUE ET UNE AUTRE TOMATE.,3. ER NIMMT MEHR SALAT UND EINE ANDERE TOMATE.,3. 彼はさらにレタスと別のトマトを取る。,3. かれはさらにレタスとべつのトマトをとる。,3. KARE WA SARANI RETASU TO BETSU NO TOMATO WO TORU.
36,4. HE CUTS THE TOMATOES.,4. ELE CORTA OS TOMATES.,4. CORTA LOS TOMATES.,4. TAGLIA I POMODORI.,4. IL COUPE LES TOMATES.,4. ER SCHNEIDET DIE TOMATEN.,4. 彼はトマトを切る。,4. かれはトマトをきる。,4. KARE WA TOMATO WO KIRU.
36,5. HE SLICES THE CUCUMBERS.,5. ELE FATIAR OS PEPINOS.,5. CORTA LOS PEPINOS EN RODAJAS.,5. AFFETTA I CETRIOLI.,5. IL TRANÇE LES CONCOMBRES.,5. ER SCHNEIDET DIE GURKEN IN SCHEIBEN.,5. 彼はキュウリをスライスする。,5. かれはキュウリをスライスする。,5. KARE WA KYŪRI WO SURAISU SURU.
36,6. HE ADDS DRESSING TO THE SALAD.,6. ELE ADICIONA MOLHO À SALADA.,6. AGREGA ADEREZO A LA ENSALADA.,6. AGGIUNGE IL CONDIMENTO ALL’INSALATA.,6. IL AJOUTE DE LA SAUCE À LA SALADE.,6. ER FÜGT DRESSING ZUM SALAT HINZU.,6. 彼はサラダにドレッシングを加える。,6. かれはサラダにドレッシングをくわえる。,6. KARE WA SARADA NI DORESSHINGU WO KUWAERU.
36,7. HE MIXES THE INGREDIENTS IN A BOWL.,7. ELE MISTURA OS INGREDIENTES EM UMA TIGELA.,7. MEZCLA LOS INGREDIENTES EN UN BOL.,7. MESCOLA GLI INGREDIENTI IN UNA CIOTOLA.,7. IL MÉLANGE LES INGRÉDIENTS DANS UN BOL.,7. ER MISCHT DIE ZUTATEN IN EINER SCHÜSSEL.,7. 彼は材料をボウルで混ぜる。,7. かれはざいりょうをボウルでまぜる。,7. KARE WA ZAIRYŌ WO BŌRU DE MAZERU.
36,8. HE TOSSES THE SALAD.,8. ELE MEXE A SALADA.,8. REMUEVE LA ENSALADA.,8. LANCIA L’INSALATA.,8. IL REMUE LA SALADE.,8. ER WURFELT DEN SALAT.,8. 彼はサラダを混ぜる。,8. かれはサラダをまぜる。,8. KARE WA SARADA WO MAZERU.
36,9. HE SERVES THE SALAD.,9. ELE SERVE A SALADA.,9. SIRVE LA ENSALADA.,9. SERVE L’INSALATA.,9. IL SERT LA SALADE.,9. ER SERVIERT DEN SALAT.,9. 彼はサラダを出す。,9. かれはサラダをだす。,9. KARE WA SARADA WO DASU.
36,10. HE GRABS A FORK.,10. ELE PEGA UM GARFO.,10. TOMA UN TENEDOR.,10. PRENDE UNA FORCHETTA.,10. IL PREND UNE FOURCHETTE.,10. ER NIMMT EINE GABEL.,10. 彼はフォークを取る。,10. かれはフォークをとる。,10. KARE WA FŌKU WO TORU.
36,11. HE STARTS EATING.,11. ELE COMEÇA A COMER.,11. EMPIEZA A COMER.,11. INIZIA A MANGIARE.,11. IL COMMENCE À MANGER.,11. ER BEGINNT ZU ESSEN.,11. 彼は食べ始める。,11. かれはたべはじめる。,11. KARE WA TABEHAJIMERU.
