Story,File,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl,,,,,,
30,,LOAD – UNLOAD,CARREGAR – DESCARREGAR,CARGAR – DESCARGAR,CARICARE – SCARICARE,CHARGER – DÉCHARGER,LADEN – ENTLADEN,積む / 下ろす,つむ / おろす,TSUMU / OROSU,LADEN – LOSSEN,,,,,,
30,,ASK – ANSWER,PERGUNTAR – RESPONDER,PREGUNTAR – RESPONDER,CHIEDERE – RISPONDERE,DEMANDER – RÉPONDRE,FRAGEN – ANTWORTEN,聞く / 答える,きく / こたえる,KIKU / KOTAERU,VRAGEN – ANTWOORDEN,,,,,,
30,,ASK IF HE NEEDS..,PERGUNTAR SE ELE PRECISA…,PREGUNTAR SI NECESITA…,CHIEDERE SE HA BISOGNO…,DEMANDER S’IL A BESOIN…,"FRAGEN, OB ER BRAUCHT…",必要か聞く,ひつようかきく,HITSUYOU KA KIKU,VRAGEN OF HIJ NODIG HEEFT…,,,,,,
30,,MORE – LESS,MAIS – MENOS,MÁS – MENOS,PIÙ – MENO,PLUS – MOINS,MEHR – WENIGER,多い / 少ない,おおい / すくない,OOI / SUKUNAI,MEER – MINDER,,,,,,
30,,MORE HELP,MAIS AJUDA,MÁS AYUDA,PIÙ AIUTO,PLUS D’AIDE,MEHR HILFE,もっと助け,もっとたすけ,MOTTO TASUKE,MEER HULP,,,,,,
30,,TRIM,APARAR,RECORTAR,POTARE,TAILLER,SCHNEIDEN,刈る,かる,KARU,SNOEIEN,,,,,,
30,,GRASS,GRAMA,CÉSPED,ERBA,HERBE,GRAS,草,くさ,KUSA,GRAS,,,,,,
30,,HAIR,CABELO,CABELLO,CAPELLI,CHEVEUX,HAARE,紙,かみ,KAMI,HAAR,,,,,,
30,,TRIM GRASS,APARAR A GRAMA,CORTAR EL CÉSPED,TAGLIARE L’ERBA,TONDRE L’HERBE,GRAS SCHNEIDEN,草を刈る,くさをかる,KUSA O KARU,GRAS MAAIEN,,,,,,
30,,TRIM HAIR,APARAR O CABELO,CORTAR EL CABELLO,TAGLIARE I CAPELLI,COUPER LES CHEVEUX,HAARE SCHNEIDEN,紙を切る,かみをきる,KAMI O KIRU,HAAR KNIPPEN,,,,,,
30,,WEED – CROP,ERVA DANINHA – CULTIVO,MALA HIERBA – CULTIVO,ERBACCE – RACCOLTO,MAUVAISE HERBE – CULTURE,UNKRAUT – ERNTE,雑草 / 作物,ざっそう / さくもつ,ZASSOU / SAKUMOTSU,ONKRUID – GEWAS,,,,,,
30,,EAT – EATER,COMER – COMEDOR,COMER – COMEDOR,MANGIARE – MANGIATORE,MANGER – MANGEUR,ESSEN – ESSER,食べる / 食べる人,たべる / たべるひと,TABERU / TABERU HITO,ETEN – ETER,,,,,,
30,,WEED EATER,ROÇADEIRA,DESBROZADORA,DECESPUGLIATORE,DÉBROUSSAILLEUSE,FREISCHNEIDER,草刈り機,くさかりき,KUSAKARIKI,BOSMAAIER,,,,,,
30,,LAWN,GRAMADO,CÉSPED,PRATO,PELOUSE,RASEN,芝生,しばふ,SHIBAFU,GAZON,,,,,,
30,,MOW LAWN,CORTAR O GRAMADO,CORTAR EL CÉSPED,TAGLIARE IL PRATO,TONDRE LA PELOUSE,RASEN MÄHEN,芝生を刈る,しばふをかる,SHIBAFU O KARU,GAZON MAAIEN,,,,,,
30,,LAWN MOWER,CORTADOR DE GRAMA,CORTADORA DE CÉSPED,TOSAERBA,TONDEUSE,RASENMÄHER,芝刈機,しばかりき,SHIBAKARIKI,GRASMAAIER,,,,,,
30,,THANK  ,AGRADECER,AGRADECER,RINGRAZIARE,REMERCIER,DANKEN,感謝する,かんしゃする,KANSHA SURU,BEDANKEN,,,,,,
30,,INTERVIEW – OPPORTUNITY – CHANCE,ENTREVISTA – OPORTUNIDADE – CHANCE,ENTREVISTA – OPORTUNIDAD – OPORTUNIDAD,INTERVISTA – OPPORTUNITÀ – POSSIBILITÀ,ENTRETIEN – OPPORTUNITÉ – CHANCE,INTERVIEW – GELEGENHEIT – CHANCE,面接 / 機会 / チャンス,めんせつ / きかい / ちゃんす,MENSETSU / KIKAI / CHANSU,INTERVIEW – KANS – GELEGENHEID,,,,,,
30,,SAY – THINK,DIZER – PENSAR,DECIR – PENSAR,DIRE – PENSARE,DIRE – PENSER,SAGEN – DENKEN,言う / 思う,いう / おもう,IU / OMOU,ZEGGEN – DENKEN,,,,,,
30,,GOODBYE,ADEUS,ADIÓS,ADDIO,AU REVOIR,AUF WIEDERSEHEN,さようなら,さようなら,SAYOUNARA,DOEIDOEG,,,,,,
31,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く / 走る,あるく / はしる,ARUKU / HASHIRU,LOPEN – RENNEN,,,,,,
31,,LIVING ROOM,SALA DE ESTAR,SALA DE ESTAR,SALA,SALON,WOHNZIMMER,リビングルーム,りびんぐるーむ,RIBINGU RUUMU,WOONKAMER,,,,,,
31,,INTO THE LIVING ROOM,PARA A SALA DE ESTAR,A LA SALA DE ESTAR,NELLA SALA,DANS LE SALON,INS WOHNZIMMER,リビングルームへ,りびんぐるーむへ,RIBINGU RUUMU E,NAAR DE WOONKAMER,,,,,,
31,,SIT – STAND UP,SENTAR – LEVANTAR,SENTARSE – LEVANTARSE,SEDERSI – ALZARSI,S’ASSEOIR – SE LEVER,SITZEN – AUFSTEHEN,座る / 立つ,すわる / たつ,SUWARU / TATSU,ZITTEN – OPSTAAN,,,,,,
31,,COUCH,SOFÁ,SOFÁ,DIVANO,CANAPÉ,SOFA,ソファ,そふぁ,SOFA,BANK,,,,,,
31,,ON THE BOX – IN THE BOX,SOBRE A CAIXA – DENTRO DA CAIXA,SOBRE LA CAJA – DENTRO DE LA CAJA,SULLA SCATOLA – NELLA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER KISTE – IN DER KISTE,箱の上 / 中,はこのうえ / なか,HAKO NO UE / NAKA,OP DE DOOS – IN DE DOOS,,,,,,
31,,LOOK AT,OLHAR PARA,MIRAR,GUARDARE,REGARDER,ANSEHEN,見る,みる,MIRU,KIJKEN NAAR,,,,,,
31,,TV,TV,TV,TV,TÉLÉVISION,FERNSEHER,テレビ,てれび,TEREBI,TV,,,,,,
31,,REMOTE CONTROL,CONTROLE REMOTO,CONTROL REMOTO,TELECOMANDO,TÉLÉCOMMANDE,FERNBEDIENUNG,リモコン,りもこん,RIMOKON,AFSTANDSBEDIENING,,,,,,
31,,TV REMOTE,CONTROLE DA TV,CONTROL DE TV,TELECOMANDO TV,TÉLÉCOMMANDE TV,TV-FERNBEDIENUNG,テレビのリモコン,てれびのりもこん,TEREBI NO RIMOKON,TV-AFSTANDSBEDIENING,,,,,,
31,,TURN ON – TURN OFF,LIGAR – DESLIGAR,ENCENDER – APAGAR,ACCENDERE – SPEGNERE,ALLUMER – ÉTEINDRE,EINSCHALTEN – AUSSCHALTEN,点ける / 消す,つける / けす,TSUKERU / KESU,AANZETTEN – UITZETTEN,,,,,,
31,,SEE – LOOK AT,VER – OLHAR,VER – MIRAR,VEDERE – GUARDARE,VOIR – REGARDER,SEHEN – ANSEHEN,見る / 見る,みる / みる,MIRU / MIRU,ZIEN – BEKIJKEN,,,,,,
31,,GAME,JOGO,JUEGO,GIOCO,JEU,SPIEL,試合,しあい,SHIAI,WEDSTRIJD,,,,,,
31,,GAME IS ON – MOVIE IS ON,O JOGO ESTÁ PASSANDO – O FILME ESTÁ PASSANDO,EL JUEGO ESTÁ PASANDO – LA PELÍCULA ESTÁ PASANDO,IL GIOCO È IN CORSO – IL FILM È IN CORSO,LE MATCH PASSE – LE FILM PASSE,DAS SPIEL LÄUFT – DER FILM LÄUFT,試合中 / 映画中,しあいちゅう / えいがちゅう,SHIAICHUU / EIGACHUU,WEDSTRIJD LOOPT – FILM LOOPT,,,,,,
31,,GET A TOWEL,PEGAR UMA TOALHA,AGARRAR UNA TOALLA,PRENDERE UN ASCIUGAMANO,PRENDRE UNE SERVIETTE,EIN HANDTUCH HOLEN,タオルを取る,たおるをとる,TAORU O TORU,EEN HANDDOEK PAKKEN,,,,,,
31,,BOWL,TIGELA,TAZÓN,CIOTOLA,BOL,SCHÜSSEL,ボウル,ぼーる,BOURU,SCHAAL,,,,,,
31,,CHIPS,CHIPS,PAPAS FRITAS,PATATINE,CHIPS,CHIPS,チップス,ちっぷす,CHIPPUSU,CHIPS,,,,,,
31,,BOWL OF CHIPS,TIGELA DE CHIPS,TAZÓN DE PAPAS FRITAS,CIOTOLA DI PATATINE,BOL DE CHIPS,SCHÜSSEL CHIPS,チップスのボウル,ちっぷすのぼーる,CHIPPUSU NO BOURU,SCHAAL CHIPS,,,,,,
31,,PICK UP – PUT DOWN,PEGAR – COLOCAR,COGER – DEJAR,PRENDERE – POSARE,PRENDRE – POSER,AUFHEBEN – ABLEGEN,取る / 置く,とる / おく,TORU / OKU,OPPAKKEN – NEERZETTEN,,,,,,
31,,CUP ,XÍCARA,TAZA,TAZZA,TASSE,TASSE,カップ,かっぷ,KAPPU,KOP,,,,,,
31,,TEA,CHÁ,TÉ,TÈ,THÉ,TEE,お茶,おちゃ,OCHA,THEE,,,,,,
31,,CUP OF TEA,XÍCARA DE CHÁ,TAZA DE TÉ,TAZZA DI TÈ,TASSE DE THÉ,TASSE TEE,お茶のカップ,おちゃのかっぷ,OCHA NO KAPPU,KOP THEE,,,,,,
31,,EAT ,COMER,COMER,MANGIARE,MANGER,ESSEN,食べる,たべる,TABERU,ETEN,,,,,,
31,,DRINK,BEBER,BEBER,BERE,BOIRE,TRINKEN,飲む,のむ,NOMU,DRINKEN,,,,,,
31,,WATCH ,ASSISTIR,VER,GUARDARE,REGARDER,ANSCHAUEN,見る,みる,MIRU,KIJKEN,,,,,,
31,,CAREFULLY – CARELESSLY,CUIDADOSAMENTE – DESCUIDADAMENTE,CUIDADOSAMENTE – DESCUIDADAMENTE,CON CURA – SENZA CURA,AVEC SOIN – SANS SOIN,SORGFÄLTIG – UNACHTSAM,注意深く / 普通に,ちゅういぶかく / ふつうに,CHUUIBUKAKU / FUCHUUNI,ZORGVULDIG – SLORDIG,,,,,,
31,,TEAM ,TIME,EQUIPO,SQUADRA,ÉQUIPE,TEAM,チーム,ちーむ,CHIIMU,TEAM,,,,,,
31,,SCORE,PLACAR,MARCADOR,PUNTEGGIO,SCORE,SPIELSTAND,得点,とくてん,TOKUTEN,SCORE,,,,,,
31,,HE SCORES,ELE MARCA,MARCA,SEGNA,MARQUE,ER TRIFFT,得点する,とくてんする,TOKUTEN SURU,HIJ SCOORT,,,,,,
31,,GOAL,GOL,GOL,GOL,BUT,TOR,ゴール,ごーる,GOORU,DOELPUNT,,,,,,
31,,JUMPS,PULA,SALTA,SALTA,SAUTE,SPRINGT,飛ぶ,とぶ,TOBU,SPRINGT,,,,,,
31,,CHEERS,COMEMORA,CELEBRA,ESULTA,ACCLAME,JUBELT,完成,かんせい,KANSEI,JUICHT,,,,,,
31,,OTHER TEAM,OUTRO TIME,OTRO EQUIPO,ALTRA SQUADRA,AUTRE ÉQUIPE,ANDERES TEAM,相手チーム,あいてちーむ,AITE CHIIMU,ANDER TEAM,,,,,,
31,,CLAP HANDS,BATER PALMAS,APLAUDIR,APPLAUDIRE,APPLAUDIR,KLATSCHEN,拍手する,はくしゅする,HAKUSHU SURU,KLAPPEN,,,,,,
31,,SHAKES,TREME,TIEMBLA,TREMA,TREMBLE,ZITTERT,震える,ふるえる,FURUERU,TRILT,,,,,,
31,,HEAD – NOSE – MOUTH,CABEÇA – NARIZ – BOCA,CABEZA – NARIZ – BOCA,TESTA – NASO – BOCCA,TÊTE – NEZ – BOUCHE,KOPF – NASE – MUND,頭 / 鼻 / 口,あたま / はな / くち,ATAMA / HANA / KUCHI,HOOFD – NEUS – MOND,,,,,,
31,,THIS MAN – ANOTHER MAN,ESTE HOMEM – OUTRO HOMEM,ESTE HOMBRE – OTRO HOMBRE,QUESTO UOMO – UN ALTRO UOMO,CET HOMME – UN AUTRE HOMME,DIESER MANN – EIN ANDERER MANN,この男 / 別の男,このおとこ / べつの おとこ,KONO OTOKO / BETSUNO OTOKO,DEZE MAN – EEN ANDERE MAN,,,,,,
31,,SIP – GULP,GOLE – ENGOLIR,SORBO – TRAGAR,SORSO – INGOIARE,GORGÉE – AVALER,SCHLUCK – STÜRZEN,一口 / ごく飲む,ひとくち / ごくのむ,HITOKUCHI / GOKU NOMU,NIP – SLURP,,,,,,
31,,LEAN BACK,SE RECOSTAR,RECLINARSE,APPOGGIARSI,SE PENCHER,SICH ZURÜCKLEHNEN,持たれる,もたれる,MOTARERU,ACHTEROVER LEUNEN,,,,,,
31,,FIRST – LAST,PRIMEIRO – ÚLTIMO,PRIMERO – ÚLTIMO,PRIMO – ULTIMO,PREMIER – DERNIER,ERSTER – LETZTER,最初 / 最後,さいしょ / さいご,SAISHO / SAIGO,EERSTE – LAATSTE,,,,,,
31,,MINUTE,MINUTO,MINUTO,MINUTO,MINUTE,MINUTE,糞,ふん,FUN,MINUUT,,,,,,
31,,LAST MINUTE OF THE GAME,ÚLTIMO MINUTO DO JOGO,ÚLTIMO MINUTO DEL JUEGO,ULTIMO MINUTO DELLA PARTITA,DERNIÈRE MINUTE DU MATCH,LETZTE SPIELMINUTE,試合の最後の糞,しあいのさいごのふん,SHIAI NO SAIGO NO FUN,LAATSTE MINUUT VAN DE WEDSTRIJD,,,,,,
31,,END – BEGINS,FIM – COMEÇA,FIN – EMPIEZA,FINE – INIZIA,FIN – COMMENCE,ENDE – BEGINNT,終わり / 始まる,おわり / はじまる,OWARI / HAJIMARU,EINDE – BEGINT,,,,,,
31,,IT IS A TIE,EMPATE,EMPATE,PAREGGIO,ÉGALITÉ,UNENTSCHIEDEN,引き分け,ひきわけ,HIKIWAKE,GELIJKSPEL,,,,,,
31,,SMILE,SORRIR,SONREÍR,SORRIDERE,SOURIRE,LÄCHELN,笑う,わらう,WARAU,GLIMLACHEN,,,,,,
31,,SAY – THINK,DIZER – PENSAR,DECIR – PENSAR,DIRE – PENSARE,DIRE – PENSER,SAGEN – DENKEN,言う / 思う,いう / おもう,IU / OMOU,ZEGGEN – DENKEN,,,,,,
31,,GREAT,ÓTIMO,GENIAL,OTTIMO,SUPER,GROSSARTIG,素晴らしい,すばらしい,SUBARASHII,GEWELDIG,,,,,,
31,,KITCHEN,COZINHA,COCINA,CUCINA,CUISINE,KÜCHE,台所,だいどころ,DAIDOKORO,KEUKEN,,,,,,
31,,WINDOW,JANELA,VENTANA,FINESTRA,FENÊTRE,FENSTER,窓,まど,MADO,RAAM,,,,,,
31,,LOOK OUT THE WINDOW,OLHAR PELA JANELA,MIRAR POR LA VENTANA,GUARDARE DALLA FINESTRA,REGARDER PAR LA FENÊTRE,AUS DEM FENSTER SCHAUEN,窓の外を見る,まどのそとをみる,MADO NO SOTO O MIRU,UIT HET RAAM KIJKEN,,,,,,
31,,THINK – THINK ABOUT,PENSAR – PENSAR SOBRE,PENSAR – PENSAR EN,PENSARE – PENSARE A,PENSER – PENSER À,DENKEN – DENKEN ÜBER,考える / 考えること,かんがえる / かんがえること,KANGAERU / KANGAERU KOTO,DENKEN – NADENKEN OVER,,,,,,
31,,PREVIOUS – NEXT,ANTERIOR – PRÓXIMO,ANTERIOR – SIGUIENTE,PRECEDENTE – SUCCESSIVO,PRÉCÉDENT – SUIVANT,VORHERIG – NÄCHSTER,前 / 次,まえ / つぎ,MAE / TSUGI,VORIGE – VOLGENDE,,,,,,
32,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く / 走る,あるく / はしる,ARUKU / HASHIRU,LOPEN – RENNEN,,,,,,
32,,WALK IN  - WALK OUT,ENTRAR – SAIR,ENTRAR – SALIR,ENTRARE – USCIRE,ENTRER – SORTIR,HINEINGEHEN – HERAUSGEHEN,入る / 出る,はいる / でる,HAIRU / DERU,BINNENGAAN – BUITENGAAN,,,,,,
32,,DRIVEWAY,ENTRADA DA GARAGEM,ENTRADA DE GARAJE,VIALE D’ACCESSO,ALLÉE,AUFFAhrt,車道,しゃどう,SHADOU,OPRIT,,,,,,
32,,WALK TO THE DRIVEWAY,IR ATÉ A ENTRADA DA GARAGEM,CAMINAR A LA ENTRADA DE GARAJE,ANDARE AL VIALE,ALLER À L’ALLÉE,ZUR AUFFAhrt GEHEN,車道へ行く,しゃどうへいく,SHADOU E IKU,NAAR DE OPRIT LOPEN,,,,,,
32,,SEE – LOOK AT,VER – OLHAR,VER – MIRAR,VEDERE – GUARDARE,VOIR – REGARDER,SEHEN – ANSEHEN,見る / 見る,みる / みる,MIRU / MIRU,ZIEN – BEKIJKEN,,,,,,
32,,DIRTY – CLEAN,SUJO – LIMPO,SUCIO – LIMPIO,SPORCO – PULITO,SALE – PROPRE,SCHMUTZIG – SAUBER,汚い / 綺麗,きたない / きれい,KITANAI / KIREI,VIES – SCHOON,,,,,,
32,,CAR,CARRO,COCHE,AUTO,VOITURE,AUTO,車,くるま,KURUMA,AUTO,,,,,,
32,,GRAB – GET,PEGAR – OBTER,AGARRAR – OBTENER,PRENDERE – OTTENERE,PRENDRE – OBTENIR,GREIFEN – BEKOMMEN,取る / 得る,とる / える,TORU / ERU,PAKKEN – KRIJGEN,,,,,,
32,,HOSE,MANGUEIRA,MANGUERA,TUBO,FLEXIBLE,SCHLAUCH,ホース,ホース,HOOSU,SLANG,,,,,,
32,,LOOK FOR – FIND,PROCURAR – ENCONTRAR,BUSCAR – ENCONTRAR,CERCARE – TROVARE,CHERCHER – TROUVER,SUCHEN – FINDEN,探す / 見つける,さがす / みつける,SAGASU / MITSUKERU,ZOEKEN – VINDEN,,,,,,
32,,FAUCET,TORNEIRA,GRIFO,RUBINETTO,ROBINET,WASSERHAHN,蛇口,じゃぐち,JAGUCHI,KRAAN,,,,,,
32,,GO IN – COME OUT,ENTRAR – SAIR,ENTRAR – SALIR,ENTRARE – USCIRE,ENTRER – SORTIR,HINEINGEHEN – HERAUSGEHEN,入る / 出る,はいる / でる,HAIRU / DERU,BINNENGAAN – BUITENGAAN,,,,,,
32,,WATER,ÁGUA,AGUA,ACQUA,EAU,WASSER,水,みず,MIZU,WATER,,,,,,
32,,SPRAYS,BORRIFA,ROCÍA,SPRUZZA,PULVÉRISE,SPRÜHT,拭く,ふく,FUKU,SPUIT,,,,,,
32,,SPRAY CAR WITH HOSE,BORRIFAR O CARRO COM A MANGUEIRA,ROCIAR EL COCHE CON LA MANGUERA,SPRuzzARE L’AUTO CON IL TUBO,PULVÉRISER LA VOITURE AVEC LE TUYAU,DAS AUTO MIT DEM SCHLAUCH SPRÜHEN,ホースで車に水をかける,ホースでくるまにみずをかける,HOOSU DE KURUMA NI MIZU O KAKERU,AUTO MET SLANG AFSPUITEN,,,,,,
32,,BOTTLE,GARRAFA,BOTELLA,BOTTIGLIA,BOUTEILLE,FLASCHE,ボトル,ボトル,BOTORU,FLES,,,,,,
32,,SOAP,SABÃO,JABÓN,SAPONE,SAVON,SEIFE,石鹸,せっけん,SEKKEN,ZEEP,,,,,,
32,,BOTTLE OF SOAP,GARRAFA DE SABÃO,BOTELLA DE JABÓN,BOTTIGLIA DI SAPONE,BOUTEILLE DE SAVON,SEIFENFLASCHE,石鹸のボトル,せっけんのボトル,SEKKEN NO BOTORU,FLES ZEEP,,,,,,
32,,PUT SOAP ON CAR,PASSAR SABÃO NO CARRO,PONER JABÓN EN EL COCHE,METTERE SAPONE SULL’AUTO,METTRE DU SAVON SUR LA VOITURE,SEIFE AUF DAS AUTO GEBEN,車に石鹸をつける,くるまにせっけんをつける,KURUMA NI SEKKEN O TSUKERU,ZEEP OP DE AUTO DOEN,,,,,,
32,,SPONGE,ESPONJA,ESPONJA,SPUGNA,ÉPONGE,SCHWAMM,スポンジ,スポンジ,SUPONJI,SPONS,,,,,,
32,,GET SPONGE,PEGAR A ESPONJA,AGARRAR LA ESPONJA,PRENDERE LA SPUGNA,PRENDRE L’ÉPONGE,DEN SCHWAMM NEHMEN,スポンジを取る,スポンジをとる,SUPONJI O TORU,SPONS PAKKEN,,,,,,
32,,SCRUB,ESFREGAR,FROTAR,STROFINARE,FROTTER,SCHUBBEN,こする,こする,KOSURU,SCHROBBEN,,,,,,
32,,ENGINE,MOTOR,MOTOR,MOTORE,MOTEUR,MOTOR,エンジン,エンジン,ENJIN,MOTOR,,,,,,
32,,CHECK ENGINE,VERIFICAR MOTOR,REVISAR MOTOR,CONTROLLARE IL MOTORE,VÉRIFIER LE MOTEUR,MOTOR PRÜFEN,エンジンを確認する,エンジンをかくにんする,ENJIN O KAKUNIN SURU,MOTOR CONTROLEREN,,,,,,
32,,DRIVE,DIRIGIR,CONDUCIR,GUIDARE,CONDUIRE,FAHREN,運転する,うんてんする,UNTEN SURU,RIJDEN,,,,,,
32,,CHECK IF CAR IS CLEAN,VERIFICAR SE O CARRO ESTÁ LIMPO,REVISAR SI EL COCHE ESTÁ LIMPIO,CONTROLLARE SE L’AUTO È PULITA,VÉRIFIER SI LA VOITURE EST PROPRE,"PRÜFEN, OB DAS AUTO SAUBER IST",車が綺麗か確認する,くるまがきれいかかくにんする,KURUMA GA KIREI KA KAKUNIN SURU,CONTROLEREN OF DE AUTO SCHOON IS,,,,,,
32,,RINSE HANDS,ENXAGUAR AS MÃOS,ENJUAGAR LAS MANOS,SCIACQUARE LE MANI,RINCER LES MAINS,HÄNDE ABSPÜLEN,手をすすぐ,てをすすぐ,TE O SUSUGU,HANDEN AFSPOELEN,,,,,,
32,,RINSE CAR,ENXAGUAR O CARRO,ENJUAGAR EL COCHE,SCIACQUARE L’AUTO,RINCER LA VOITURE,DAS AUTO ABSPÜLEN,車をすすぐ,くるまをすすぐ,KURUMA O SUSUGU,AUTO AFSPOELEN,,,,,,
32,,BIG – SMALL,GRANDE – PEQUENO,GRANDE – PEQUEÑO,GRANDE – PICCOLO,GRAND – PETIT,GROSS – KLEIN,大きい / 小さい,おおきい / ちいさい,OOKII / CHIISAI,GROOT – KLEIN,,,,,,
32,,TOWEL,TOALHA,TOALLA,ASCIUGAMANO,SERVIETTE,HANDTUCH,タオル,タオル,TAORU,HANDDOEK,,,,,,
32,,DRY – WET,SECO – MOLHADO,SECO – MOJADO,SECCO – BAGNATO,SEC – MOUILLÉ,TROCKEN – NASS,乾いた / 濡れた,かわいた / ぬれた,KAWAITA / NURETA,DROOG – NAT,,,,,,
32,,PUT TOWEL BACK,GUARDAR A TOALHA,VOLVER A PONER LA TOALLA,RIMETTERE L’ASCIUGAMANO,REPLACER LA SERVIETTE,HANDTUCH ZURÜCKLEGEN,タオルを戻す,タオルをもどす,TAORU O MODOSU,HANDDOEK TERUGLEGGEN,,,,,,
32,,PUT HOSE BACK,GUARDAR A MANGUEIRA,VOLVER A PONER LA MANGUERA,RIMETTERE IL TUBO,REPLACER LE TUYAU,SCHLAUCH ZURÜCKLEGEN,ホースを戻す,ホースをもどす,HOOSU O MODOSU,SLANG TERUGLEGGEN,,,,,,
32,,WASH HANDS WITH SOAP,LAVAR AS MÃOS COM SABÃO,LAVAR LAS MANOS CON JABÓN,LAVARE LE MANI CON SAPONE,LAVER LES MAINS AVEC DU SAVON,HÄNDE MIT SEIFE WASCHEN,石鹸で手を洗う,せっけんでてをあらう,SEKKEN DE TE O ARAU,HANDEN MET ZEEP WASSEN,,,,,,
32,,SCENERY,PAISAGEM,PAISAJE,PAESAGGIO,PAYSAGE,LANDSCHAFT,景色,けしき,KESHIKI,LANDSCHAP,,,,,,
32,,ADMIRE THE SCENERY,ADMIRAR A PAISAGEM,ADMIRAR EL PAISAJE,AMMIRARE IL PAESAGGIO,ADMIRER LE PAYSAGE,DIE LANDSCHAFT BEWUNDERN,景色を眺める,けしきをながめる,KESHIKI O NAGAMERU,LANDSCHAP BEWONDEREN,,,,,,
32,,SPARKLING SPARKLING CAR,CARRO BRILHANTE,CHE BRILLA,AUTO SCINTILLANTE,VOITURE ÉTINCELANTE,GLÄNZENDES AUTO,輝く車,かがやくくるま,KAGAYAKU KURUMA,GLANZENDE AUTO,,,,,,
32,,HE TAKES PICTURE – HE TAKES PHOTO,ELE TIRA FOTO – ELE TIRA FOTOGRAFIA,TOMA FOTO – TOMA FOTOGRAFÍA,SCATTA FOTO – FA UNA FOTO,PREND UNE PHOTO – FAIT UNE PHOTO,ER MACHT EIN FOTO – ER MACHT EIN BILD,写真を撮る / 撮影する,しゃしんをとる / さつえいする,SHASHIN O TORU / SATSUEI SURU,HIJ MAAKT EEN FOTO – HIJ NEEMT EEN FOTO,,,,,,
33,,APPOINTMENT,CONSULTA,CITA,APPUNTAMENTO,RENDEZ-VOUS,TERMIN,予約,よやく,YOYAKU,AFSPRAAK,,,,,,
33,,SCHEDULE ,AGENDA,AGENDA,SCHEDA,AGENDA,TERMINPLAN,予定,よてい,YOTEI,SCHEDULE,,,,,,
33,,SCHEDULE APPOINTMENT,AGENDAR CONSULTA,PROGRAMAR CITA,PRENOTARE APPUNTAMENTO,PLANIFIER UN RENDEZ-VOUS,TERMIN PLANEN,予約を入れる,よやくをいれる,YOYAKU O IRERU,AFSPRAAK INPLANNEN,,,,,,
33,,ARRIVE – LEAVE,CHEGAR – SAIR,LLEGAR – SALIR,ARRIVARE – PARTIRE,ARRIVER – PARTIR,ANKOMMEN – GEHEN,到着 / 出発,とうちゃく / しゅっぱつ,TOUCHAKU / SHUPPATSU,AANKOMEN – VERTREKKEN,,,,,,
33,,DENTIST,DENTISTA,DENTISTA,DENTISTA,DENTISTE,ZAHNARZT,配車,はいしゃ,HAISHA,TANDARTS,,,,,,
33,,OFFICE,ESCRITÓRIO,OFICINA,UFFICIO,BUREAU,BÜRO,事務所,じむしょ,JIMUSHO,KANTOOR,,,,,,
33,,DENTIST’S OFFICE,ESCRITÓRIO DO DENTISTA,OFICINA DEL DENTISTA,UFFICIO DEL DENTISTA,BUREAU DU DENTISTE,ZAHNARZT-PRAKTIKUM,配車の事務所,はいしゃのじむしょ,HAISHA NO JIMUSHO,TANDARTS KANTOOR,,,,,,
33,,FORM,FORMULÁRIO,FORMULARIO,MODULO,FORMULAIRE,FORMULAR,フォーム,フォーム,FŌMU,FORMULIER,,,,,,
33,,FILL OUT FORM,PREENCHER FORMULÁRIO,LLENAR FORMULARIO,COMPILARE IL MODULO,REMPIR LE FORMULAIRE,FORMULAR AUSFÜLLEN,フォームに記入する,フォームにきにゅうする,FŌMU NI KINYUU SURU,FORMULIER INVULLEN,,,,,,
33,,WAIT,ESPERAR,ESPERAR,ASPETTARE,ATTENDRE,WARTEN,待つ,まつ,MATSU,WACHTEN,,,,,,
33,,SOME – A LOT,POUCO – MUITO,ALGUNO – MUCHO,POCO – MOLTO,PEU – BEAUCOUP,WENIG – VIEL,少し / たくさん,すこし / たくさん,SUKOSHI / TAKUSAN,WEINIG – VEEL,,,,,,
33,,TURN ,VIRAR,GIRAR,GIRARE,TOURNER,DREHEN,回す,まわす,MAWASU,DRAAIEN,,,,,,
33,,CALL,CHAMAR,LLAMAR,CHIAMARE,APPELER,RUFEN,呼ぶ,よぶ,YOBU,ROEPEN,,,,,,
33,,CALL HIM IN,CHAMÁ-LO,DESPUÉS DE LLAMAR,CHIAMARLO,FAIRE ENTRER,RUFEIHN,呼び入れる,よびいれる,YOBIIRERU,INNEN LATEN KOMEN,,,,,,
33,,SIT – STAND UP,SENTAR – LEVANTAR,SENTARSE – LEVANTARSE,SEDERSI – ALZARSI,S’ASSEOIR – SE LEVER,SITZEN – AUFSTEHEN,座る / 立つ,すわる / たつ,SUWARU / TATSU,ZITTEN – OPSTAAN,,,,,,
